index,NOMBRE_ENTIDAD
13988,E.S.E. Hospital San Miguel - Santander
13997,E.S.E. Hospital San Rafael - Carolina
14028,E.S.E. Hospital Local de Zona Bananera
14086,Entrerríos
14142,E.S.P. Acueducto y Alcantarillado de Padilla - Cauca
14365,Empresa para la Competitividad Territorial del Municipio de Girardota
14366,Aeropuerto Internacional Santa Ana S.A.
14385,Instituto Distrital de Turismo
14503,E.P.S.S. Capital Salud S.A.S.
14616,E.S.P. de San Francisco Antioquia S.A.S
14641,E.S.E. Centro de Salud Santiago de Mallama
14645,E.S.E. Hospital San Juan de Dios - Valparaiso
14748,Transmetro S.A.
14802,"E.S.P. Empresa Departamental de Acueducto, Alcantarillado y Aseo del Tolima S.A."
14857,Gran Central de Abastos del Caribe S.A.
14894,Instituto Distrital de Patrimonio Cultural
14955,Instituto Municipal de Cultura de Yumbo
15017,Líbano
15044,Instituto de Turismo del Meta
15171,I.P.S. Centro de Salud - Macaravita
15330,I.P.S.I. Ayuuleepala Wayuu
15494,E.S.P. de San Antonio del Tequendama S.A.
15509,E.S.E. Hospital de Sitionuevo
15546,Instituto de Desarrollo de Arauca
15586,Distriseguridad
15684,E.S.P de San Francisco S.A.S
15714,E.S.P. de Tarso S.A.
15743,E.S.P. de Leiva S.A.S.
15752,E.S.P. Aguas de La Miel S.A.
15788,E.P.S.I. Anas Wayuu
15799,Instituto de Cultura y Turismo de San Gil
15904,E.S.E. Hospital San Antonio - Ambalema
15914,E.I.C.E. Profloridablanca
15945,E.S.E. Hospital de Juan de Acosta
16002,Instituto Financiero del Valle
16110,Instituto Financiero del Huila
16133,E.S.E. Hospital Santa Teresa - Tesalia
16157,Casa de Reposo
16275,E.S.E. Hospital Santa Margarita - La Cumbre
16279,Aeropuerto Olaya Herrera
16322,E.S.E. Centro de Salud Policarpa
16381,E. S. P. del Distrito de Santa Marta
16388,Generadora la Cascada S.A.S E.S.P
16417,E.S.P. de Uramita S.A.S.
16534,E.S.E. Centro de Salud - Floresta
16683,Sativasur
16782,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de San Luis de Palenque S.A."
16800,E.S.P. Empresa Regional de Aseo del Norte de Caldas S.A.
16878,E.I.C.E. Faro del Catatumbo S.A.S.
16929,E.S.E. Centro de Salud de Motavita
17054,Sociedad de Activos Especiales S.A.S.
17057,E.S.E. Centro de Salud San Francisco de Sales
17061,Instituto Municipal de la Vivienda y Reforma Urbana de Pasto
17099,U.A.E. Unidad de Licores del Meta
17225,Empresa de Servicios Municipales y Regionales
17245,I.P.S.I. EZEQ - Salud
17304,K - YENA S.A.S.
17311,Durania
17527,E.S.E. Hospital San Vicente de Paul - Filandia
17555,Instituto Distrital de Turismo de Santa Marta
17605,E.S.E HOSPITAL MALVINAS HECTOR OROZCO OROZCO
17644,E.S.E. Puesto de Salud de Corrales
17660,E.S.P. de el Paujil S.A.
17736,Instituto Municipal de Cultura y Turismo de Villeta
17815,E.S.E. Hospital Regional Centro - Gramalote Norte de Santander
18085,E.S.E. Centro de Salud Rafael Salgado
18113,E.S.E. Hospital San Antonio del Tequendama I Nivel
18119,Oleoducto Bicentenario de Colombia S.A.S.
18216,E.S.E. Hospital Local Primer Nivel - Fuentedeoro
18380,E.S.P. de Pandi S.A.S
18383,E.S.P. Empresa de Servicio de Aseo Trujillo S.A.
18540,Beneficencia de Santander
18544,Seguros de Vida Alfa S.A.
18704,E.S.E. Centro de Salud Campohermoso
18751,E.S.E. Centro Hospital San Juan Bautista - Taminango
18777,E.S.E. Centro de Salud de Puerres
18789,I.P.S. Centro de Salud de Molagavita
18818,E.S.E. Hospital Departamental San Rafael de Risaralda - Caldas
18949,Pivijay
18989,Empresa de Seguridad del Oriente S.A.S
19006,E.S.E. Camu - Puerto Escondido
19011,E.S.P. Empresa Aguas de Sucre S.A.
19118,E.S.P. Empresa de Servicios de Florencia S.A.
19185,E.S.E. Centro de Salud Con Cama Manuel H. Zabaleta G.
19193,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo del Rosal S.A."
19208,"E.S.P. Empresa Oficial de Acueducto, Alcantarillado y Aseo de Toluviejo S.A."
19251,E.S.E. Centro Hospital Las Mercedes
19288,Instituto de Desarrollo Urbano
19350,Terminal de Transportes de Pereira S.A.
19660,E.S.E. Hospital San Juan de Dios - Carmen de Viboral
19687,E.S.P. de Maceo S.A.S.
19797,E.S.E. Hospital San Vicente de Paul - Anserma
19897,Universidad de la Guajira
19970,E.S.P. Domiciliarios de Molagavita EAM S.A.
20107,E.S.P. de Tabio S.A.
20138,E.S.P. Aguas de Chitaraque S.A.
20151,E.S.P. Aguas de Chiribiquete S.A.S
20184,SUEJE Sistema Universitario del Eje Cafetero
20261,Centro Municipal para el Control de la Movilidad
20682,Hospital San Antonio - Rionegro
20705,E.S.E. Centro de Salud de El Roble
20746,E.S.E. Sanatorio de Agua de Dios
20820,E.S.E. Hospital Gigante
20875,Instituto Municipal de Vivienda Urbana y Rural - La Calera
20884,E.S.E. Centro de Salud San Blas
21087,E.S.E. Hospital San Juan de Dios de Floridablanca
21470,E.S.E. Camu - Chima
21558,E.S.P. Aguas de Padilla S.A.
21709,Circulo de Suboficiales de las  Fuerzas Militares
21715,Terminal de transporte de Girardot S.A.
21789,E.S.P. de Almeida S.A.
21869,E.S.E. Centro de Salud Palmar de Varela
21876,E.S.P. Empresa de Aseo de Pereira S.A.S
21933,E.S.E. Hospital la Candelaria - El Banco
22038,E.S.P. de Planadas. S.A.S.
22101,E.S.E. Hospital San Vicente de Paul - Santuario (Risaralda)
22122,E.S.P. de Belmira
22214,E.S.E. Hospital Barrancas
22516,"Camara de Comercio de Honda, Guaduas y Norte del Tolima"
22816,E.S.E. Hospital Universitario de Santander
22896,E.S.P. Transportadora de Gas Internacional S.A.
23078,Caja de Compensación Familiar del Sur del Tolima
23109,E.S.E. Centro de Salud Timoteo Riveros Cubillos
23256,Fondo de Fomento Agropecuario y Microempresarial de Aguazul
23468,E.S.P. Acueducto y Alcantarillado de Villavicencio
23500,E.S.E. Hospital San Vicente - Rovira
23540,E.S.E. Hospital Local - San Fernando
23637,Empresa de Desarrollo Urbano y Habitat.
23934,E.S.P. Aguas de Puerto Wilches S.A.S.
24004,"E.S.P. Empresa Municipal de Acueducto, Alcantarillado y Aseo del Municipio de Caimito - Sucre S.A."
24008,Instituto Municipal para el Desarrollo de Hato Corozal
24095,Isa Intercolombia S.A. E.S.P.
24287,Hogar de Bienestar del Adulto Mayor y Centro de Vida el Buen Consejo  Jenesano
24478,Renting de Antioquia S.A.S.
24701,Orbitel Servicios Internacionales S.A.
24713,Fondo Especial de Vivienda de Santiago de Cali
24802,E.S.E. Hospital San Vicente de Paul - Pueblorrico
24925,E.S.E. Centro de Salud San Antonio de Palmito
24962,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de Guasca S.A."
24980,I.P.S. Centro de Salud San Antonio - Cerrito
24988,Caramanta
25087,Fondo Nacional Cacaotero
25303,"E.S.P. Empresa Municipal de Acueducto, Alcantarillado y Aseo de San Juan de Betulia S.A."
25513,E.S.E. Hospital Santa Cruz - Urumita
25737,Terminal de Transportes de Sogamoso Ltda.
25785,E.P.S. Aliansalud Entidad Promotora de Salud S.A.
26069,E.S.E. Centro de Salud Virgen de Lourdes
26134,Centro de Ferias Exposiciones y Convenciones de Bucaramanga S.A.
26181,Casa de la Cultura Piedra del Sol - Floridablanca
26448,Caja de Compensación Familiar de Antioquia
26597,E.S.P. Empresa de Acueducto y Alcantarillado Aguas de Palmira S.A.
26662,E.S.E. Centro de Salud - Cerinza
26904,I.P.S.I KOTTUSHI SAO ANA-A
27062,E.S.E. Centro de Salud Tota
27233,PA Fondo Colombia en Paz
27289,E.S.E. Hospital San Juan de Dios - Concordia
27555,E.S.E. Hospital Ismael Silva - Silvania
27664,C.P.G.A Corpoagrocentro
27693,E.S.E. Hospital Nivel I Puerto Rico
27812,E.S.E. Camu de Canalete
27943,"E.S.P. de Acueducto, Alcantarillado y Aseo - Tambo"
27974,Emtelco S.A.S.
28074,E.S.E. Hospital Luis Pasteur - Melgar
28101,Empresa Departamental de Juegos de Suerte y Azar
28156,Caja de Compensacion Familiar de Casanare
28217,Instituto Municipal de Cultura y Turismo de Puerto Tejada
28831,E.S.P. de Aseo y Alcantarillado de Restrepo S.A.
28845,E.S.P. Cumare S.A.
28880,E.S.E. Hospital San Roque - Coyaima
29264,Colpensiones - Fondo de Vejez
29374,E.S.P Honda Triple A S.A.S
29647,Instituto Municipal para el Deporte - Santander de Quilichao
29688,Camara de Comercio Buenaventura
29762,E.S.P. Generadora Santa Rita
29859,E.S.E. Ceminsa
29921,E.S.E. Hospital Local - Luruaco
29952,Cámara de Comercio de Ipiales
29963,E.S.E. Red de Servicios de Salud de Primer Nivel - Guaviare
30082,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de Labranzagrande S.A."
30165,C.P.G.A. del Noroccidente del Huila
30299,E.S.E. Municipal de Ipiales
30523,E.S.P. Empresa Municipal de Aseo de Victoria
30620,Rifas y Juegos del Valle Ltda.
31052,Fondo Nacional del Tabaco
31364,Afrocaucana de Aguas S.A. E.S.P.
31396,E.S.E. Hospital San Roque - Simacota
31601,E.I.C.E. Empresa de Desarrollo Urbano del Occidente- EDUOCCIDENTE
31661,Empresa Departamental para la Salud
31691,Entidad Promotora de Salud Famisanar S.A.S.
31864,Instituto de Vivienda Municipal de Aguazul
33084,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo  - Paz de Ariporo"
33615,Casa de la Cultura de San Juan Nepomuceno
34103,E.S.E. Hospital Universitario de La Samaritana
34370,I.P.S.I. ANENU-JIA
34964,E.S.E. Hospital del Rosario - Ginebra
35296,E.S.E. Hospital La Milagrosa - Villarrica
35354,Empresas Municipales de el Zulia
35751,E.S.P Por Santa Rosa Sostenible S.A.S
35811,Terminal de Transportes de Honda S.A.
35860,Metro Sabanas S.A.S.
35933,E.S.E. Hospital San Vicente de Paul - Barbosa
36214,E.S.P. Domiciliarios de Albania S.A.
36893,Empresa Nacional Promootora del Desarrollo Territorial
37129,People Contact S.A.S.
37464,E.S.P. Emsercota S.A.
37483,Empresa de Desarrollo Sostenible del Municipio de Marinilla
37586,E.S.E. Quilisalud
38301,E.S.E. Hospital San José de Tadó
38330,E.S.P. Instituto de Servicios Varios de Ipiales
38751,E.S.P. Domiciliarios del Valle de San Juan S.A.S.
38807,E.S.E. Hospital Universitario San Jorge - Pereira
39109,E.S.E. Hospital de la Ceja
39299,Hospital San Roque - Chima
39644,E.S.E. Centro de Salud San Blas - Morroa
40022,E.S.P. La Cimarrona - Carmen de Viboral
40113,ENERMARSELLA S.A.S E.S.P
40148,Conservatorio del Tolima
40774,Fondo Mixto de Cultura - Ipiales
40847,E.S.P. de Buenavista S.A.
40912,Hospital Roberto Quintero Villa Hospital San Vicente - Montenegro E.S.E
41025,E.S.E. Hospital Regional II Nivel Valle de Tenza
41695,Instituto Departamental de Deportes de la Guajira
41873,Camara de Comerdio de Barrancabermeja
42161,"E.S.P. de Acueducto, Alcantarillado y Aseo del Municipio de Magui Payan S.A.S."
42185,E.S.E. Hospital San Juan de Dios - Santuario
42319,E.S.E. Hospital de Girardot
43324,Málaga
43843,E.S.E. Hospital Local San Juan de Puerto Rico - Tiquisio
44625,E.S.E. Salud del Tundama
45865,Comercializadora Mercabastos
46701,Buga Abastos
46913,E.S.E. Santiago de Tunja
48008,E.I.C.E. Instituto Financiero Empresarial de Yopal
48302,U.A.E Centro de Vida Dejando Huellas del Municipio de Ayapel
48832,I.P.S. Centro de Salud San Cayetano del Municipio de Confines - Santander
49218,E.S.E. Centro de Salud Con Cama - Arroyohondo
49257,EEB Gas S.A.S.
50022,E.S.E. Hospital Local de Arenal Manuela Pabuena Lobo - Arenal
51195,E.S.E. Rafael Tovar Pineda
53417,Fondo Financiero Distrital de Salud
53579,Terminal de Transportes de San Gil
54032,Parador de Transportes de La Plata S.A.
55112,Pensiones de Antioquia - Fondo Reserva de Sobrevivencia
56183,Junta Municipal de Deportes de Frontino
57898,E.S.E. Hospital Eduardo Santos - Istmina
57983,E.S.P. Río Aburrá S.A.S.
58938,E.S.P. Empresa de Obras Sanitarias de Santa Rosa de Cabal - E.I.C.E.
59788,E.S.P. Empresa Generadora del Tolima S.A.
61149,E.S.P. Empresas Publicas Aguas de Florencia S.A.S
61763,Administradora Colombiana de Pensiones
62214,Empresa Vial del Municipio de Arauquita E.I.C.E.
63925,"E.S.P. de Acueducto, Alcantarillado y Aseo de Ocamonte S.A."
65847,E.S.E. Centro de Salud San Lorenzo
68524,E.S.E. Centro de Salud Con Cama
73827,E.S.P. Planta de Tratamiento Villa Santana S.A.
75419,"E.S.P. Empresa de Acueducto, Alcantarillado y Aseo de San Antonio de Palmito"
76057,Casa de la Tercera Edad
78617,Terminal de Transportes de Neiva S.A.
78685,Bolsa Mercantil de Colombia S.A.
80102,Pensiones de Antioquia - Fondo de Reserva de Invalidez
82179,E.S.P. Edatel S.A.
84117,Hospital Departamental  de la Divina Misericordia de Palestina - Caldas E.S.E
84135,Caja Colombiana de Subsidio Familiar
85245,Empresa Departamental para la Salud LTDA
94015,Sociedad Hotel de Tenza Ltda
94564,E.S.P Distasa S.A.
96006,E.S.P Aguas de Cimitarra S.A.S
106258,Caja Santandereana de Subsidio Familiar
109947,Colpensiones - Fondo de Sobrevivientes
120850,Fondo de Fomento Palmero
136910,Colpensiones - Fondo de Invalidez
136924,Telecali S.A.
152222,E.S.P. Amazonas Desarrollo Inteligente - ADI S.A.S.
155719,Fondo Nacional de Vivienda
187348,Caja de Compensacion Familiar del Magdalena
218131,E.S.P. Empuservicios S.A.S SEM
222135,Sociedad Administradora de la Plaza de Mercado y Matadero Municipal
261793,E.S.P. EVAS Enviambientales S.A.
292427,Allianz Seguros de Vida S.A.
3476160,San Vicente de Chucurí
3476161,La Unión - Nariño
3476164,Chía
3476165,"Empresa Prestadora de Servicios Públicos Domiciliarios de Acueducto, Alcantarillado y Aseo del Municipio de Valparaiso"
3476169,E.S.P. Empresas Públicas de Hispania S.A.
3476170,E.S.E. Centro de Salud Sagrado Corazón de Jesús - El Contadero
3476171,E.S.P. de Suárez
3476172,El Peñol - Antioquia
3476173,E.S.E. Imsalud Cúcuta
3476174,E.S.P. Empresa de Servicios Públicos de Ebéjico
3476175,E.S.P. Empresa de Servicios Públicos de Potosí
3476176,Cartagena del Chairá
3476177,Concepción - Santander
3476178,E.S.E. Hospital la Misericordia - Yalí
3476179,Servicio Aéreo a Territorios Nacionales
3476180,E.S.P. Centrales Eléctricas de Norte de Santander S.A.
3476181,E.S.E. las Mercedes del Municipio de Monguí
3476182,San Joaquín
3476183,Cértegui
3476184,Tuluá
3476186,Inspección de Tránsito y Transporte de Barrancabermeja
3476187,E.S.E. Hospital Manuel Uribe Ángel - Envigado
3476188,Rio Iró
3476189,Sopetrán
3476190,Corporación Autónoma Regional del Magdalena
3476191,Útica
3476193,Ciénaga
3476194,E.S.P. Empresa de Energía del Casanare S.A.
3476195,E.S.E. Hospital Divino Niño - Buga
3476196,Pijiño del Carmen
3476197,San Agustín
3476199,E.S.P. Empresa de Telecomunicaciones de Popayán S.A.
3476200,Gámeza
3476201,Junín
3476202,"Santa Marta, Distrito Turístico, Cultural e Histórico"
3476203,San Martín - Cesar
3476204,E.S.E. Hospital Local de San Jacinto - Bolívar
3476205,Río Quito
3476206,Timaná
3476208,E.S.E. Centro de Salud San Isidro - El Peñol Nariño
3476209,E.S.P. Gestión Energética S.A.
3476210,Empresas Públicas de Apartadó SAS ESP
3476211,"E.S.P. Empresa de Servicios de Acueducto, Alcantarillado y Aseo - Líbano"
3476214,"Fondo de Prestaciones Económicas, Cesantías y Pensiones"
3476215,Corporación Autónoma Regional del Quindío
3476216,E.S.P. De Manaure Balcón del Cesar
3476217,Universidad Tecnológica del Chocó Diego Luis Córdoba
3476218,E.S.P. San Agustín
3476222,San Pablo - Nariño
3476223,Radio Televisión Nacional de Colombia RTVC S.A.S.
3476224,Gutiérrez
3476225,Sahagún
3476226,Salud Total Entidad Promotora de Salud del Régimen Contributivo y del Régimen Subsidiado S.A.
3476227,Timbío
3476228,E.S.E. Hospital San José de Marsella
3476229,Orocué
3476230,Jericó - Antioquia
3476231,Lotería del Risaralda
3476232,Albán
3476233,E.S.P. Empresas Públicas Municipales de Calarcá
3476235,Beltrán
3476236,Cereté
3476238,Instituto para la Recreación y el Deporte de Tunja
3476240,E.S.E. Hospital San Juan de Dios de Galán
3476241,E.S.P. Empresas Públicas de Aipe S.A.
3476243,E.S.E. Hospital Regional de García Rovira
3476244,Facatativá
3476245,E.S.P. Empresa de Servicios Públicos de Chiquinquirá
3476246,E.S.E. Hospital San Rafael  - Cáqueza
3476247,Timbiquí
3476249,Ibagué
3476250,E.S.E. Hospital San Juan de Dios  - Anzoátegui
3476251,Angelópolis
3476252,Empresa de Acueducto - Suán
3476254,Gualmatán
3476255,Caja de Previsión Social Municipal de Bucaramanga
3476256,Santa María - Boyacá
3476257,E.S.E. Hospital San José - Viterbo
3476259,Herrán
3476260,E.S.P. Empresas Públicas de Valdivia S.A.
3476261,San Andrés - Santander
3476262,I.P.S. Indígena Gonawindua Ette Ennaka
3476263,Chiquinquirá
3476264,Nuquí
3476265,E.S.E. Centro de Salud - Consacá
3476266,E.S.E. Hospital Universitario San José - Popayán
3476269,Magüí (Payán)
3476270,Carolina del Príncipe
3476272,E.S.E. Hospital San Antonio - Arbeláez
3476275,Alto Baudó (Pie de Pato)
3476276,Instituto de Fomento y Desarrollo de Boyacá
3476278,Yaguará
3476279,San Pablo - Bolívar
3476280,Turbaná
3476282,E.S.P. Servidonmatías S.A.S
3476284,San Sebastián
3476285,Mapiripán
3476286,Vélez
3476288,"Instituto de Financiamiento, Promoción y Desarrollo de Mariquita"
3476290,Medio Baudó
3476291,Bogotá D.C.
3476292,Unidades Tecnológicas de Santander
3476293,Gachancipá
3476294,Villagómez
3476295,Betéitiva
3476296,Chocontá
3476297,Corporación Autónoma Regional de los Valles del Sinú y San Jorge
3476299,"Instituto de Deportes, Recreación y Aprovechamiento del Tiempo Libre Envigado"
3476300,Cáchira
3476301,Colosó (Ricaurte)
3476302,Chachagüí
3476304,Departamento del Vaupés
3476305,Centro de Salud Alcides Jiménez Puerto Caicedo
3476306,Corporación Autónoma Regional de Chivor
3476309,Susacón
3476311,"Instituto para el Deporte, el Aprovechamiento del Tiempo Libre y la Educación Extraescolar"
3476313,Corporación Autónoma Regional del Valle del Cauca
3476314,Puerto Berrío
3476317,Soracá
3476318,San José de la Montaña
3476320,Guática
3476321,E.S.E. Hospital Departamental Reina Sofía de España - Lérida
3476323,Cucunubá
3476324,Universidad Distrital Francisco José de Caldas
3476325,E.S.P. Compañía de Servicios Públicos Sogamoso S.A.
3476326,E.S.E. Puesto de Salud de Ciénega
3476327,Fundación San Juan de Dios de Santanfé de Antioquia.
3476328,E.S.E. Alejandro Próspero Reverand
3476329,E.S.P. Empresa de Servicios Públicos de Villeta
3476330,Guachetá
3476331,Centro de Diagnóstico Automotor del Valle Ltda.
3476332,Gómez Plata
3476333,Corporación Cultural Municipal de Villavicencio - Meta
3476334,Paz del Río
3476335,E.S.E. Centro de Salud Nuestra Señora de Guadalupe - Pachavita
3476337,Corporación Autónoma Regional del Tolima
3476339,Departamento de Córdoba
3476340,Tibaná
3476342,Támara
3476344,Tópaga
3476345,Potosí
3476346,Calima del Darién
3476347,Sociedad Televisión de Antioquia Ltda.
3476348,Anzoátegui
3476349,E.S.P. Dinámica Servicios Públicos e Ingeniería S.A.S.
3476351,Belén - Nariño
3476352,Arbeláez
3476353,Imués
3476356,González
3476357,Puerto Asís
3476360,Chinchiná
3476361,Instituto Municipal para la Recreación y el Deporte - Coldeportes Funza
3476362,E.S.P. Empresa de Servicios Públicos - La Unión
3476363,Empresa de Servicios Públicos de Valledupar S.A.
3476364,San Bernardo - Nariño
3476365,Ciénega - Boyacá
3476366,Departamento de Nariño
3476368,Rondón
3476369,San Andrés de Sotavento
3476370,Titiribí
3476373,Sincé
3476374,Fundación
3476375,Itagüí
3476378,E.P.S.I. Asociación Indígena del Cauca
3476379,Maní
3476380,Puerto Guzmán
3476382,Génova
3476383,Chalán
3476384,Togüí
3476385,Guayatá
3476391,E.S.P. Empresas Públicas de Támara S.A.S
3476392,San José de Cúcuta
3476393,Moniquirá
3476394,E.S.E. Hospital Santo Tomás - Villanueva
3476397,Región Administrativa y de Planificación RAP - Eje Cafetero
3476398,Fómeque
3476400,Santacruz (Guachavés)
3476402,Bolívar - Cauca
3476403,Curití
3476404,Puracé (Coconuco)
3476405,Área Metropolitana del Valle de Aburrá
3476407,E.S.E. Hospital Geriátrico San Isidro - Manizales
3476410,E.S.E. Centro de Salud La Buena Esperanza - Colón
3476411,"E.S.P. Cooperativa de Acueducto, Alcantarillado y Aseo de Ricaurte Nariño"
3476412,E.S.P. Empresas Públicas de Timaná S.A.
3476415,El Peñón - Bolívar
3476416,E.S.P. Empresa de Servicios Públicos de el Colegio
3476417,La Unión de Sucre
3476418,Guatapé
3476420,Belalcázar
3476422,Área Metropolitana Centro Occidente
3476423,Chigorodó
3476425,E.S.P. Empresa de Acueducto y Alcantarillado de Bogotá
3476426,Milán
3476428,Zipaquirá
3476430,Departamento del Guainía
3476432,E.S.P. Empresa de Servicios Públicos de Cajicá S.A.
3476439,Páez - Boyacá
3476440,"Cartagena de Indias, Distrito Turístico y Cultural"
3476441,Alcalá
3476442,Carurú
3476443,Puerto Leguízamo
3476446,San José del Guaviare
3476449,Riofrío
3476453,E.S.P. Empresas Públicas de la Argentina S.A.
3476455,E.S.P. Empresa de Servicios Públicos Domiciliarios Cáqueza S.A.
3476456,E.S.E. Hospital Divino Niño - Rivera
3476457,Turmequé
3476458,Fúquene
3476463,Santa Bárbara - Antioquia
3476464,Villapinzón
3476465,E.S.P. Empresa de Servicios Públicos - Orito
3476467,Jericó - Boyacá
3476469,E.S.E. Hospital Local - San Martín de Loba
3476470,Santa Bárbara de Pinto
3476472,E.S.E. Hospital Regional San Andrés de Chiriguaná
3476473,Instituto Departamental del Deporte y la Recreación
3476474,Aeropuerto Matecaña
3476475,E.S.E. Hospital José Antonio Socarras Sánchez
3476476,Tocancipá
3476479,Cajibío
3476480,E.S.E. Hospital San Vicente de Chucurí
3476481,Guapotá
3476482,"Distrito Especial de Ciencia, Tecnología e Innovación de Medellín"
3476483,Necoclí
3476486,U.A.E de Ciencia Tecnología e Innovación del Municipio de Tunja
3476487,E.S.E. Popayán
3476488,Sampués
3476489,Consejo Nacional Profesional de Economía
3476490,Ingeniería Desarrollo y Administración de Manizales S.A. E.S.P
3476491,Simití
3476492,Albán (San José)
3476493,E.S.E. Hospital Departamental de Nariño
3476495,San Martín de Loba
3476496,Anzá
3476497,E.S.E. Hospital Local del Río de Oro
3476498,Hacarí
3476499,Caparrapí
3476500,Candelaria - Atlántico
3476503,Instituto Distrital de Gestión de Riesgos y Cambio Climático
3476504,Jardín
3476505,Jordán
3476506,Corporación Autónoma Regional de Nariño
3476507,Vegachí
3476508,Empresa de Desarrollo Urbano y Vivienda de Interés Social de Barrancabermeja
3476510,Consacá
3476511,Cañasgordas
3476512,Instituto de Tránsito y Transporte Municipal de Ciénaga
3476513,Instituto Tecnológico de Soledad Atlántico
3476515,Coveñas
3476520,Puerto Gaitán
3476522,Acacías
3476524,Cajicá
3476525,Pácora
3476528,Departamento del Chocó
3476529,Colón (Génova) - Nariño
3476530,Tecnológico de Antioquia
3476531,Páramo
3476532,Yolombó
3476533,San Andrés de Cuerquia
3476535,Instituto de Educación Técnica Profesional de Roldanillo
3476536,Albania - Caquetá
3476537,Ariguaní
3476538,Caldas - Boyacá
3476539,E.S.P. Empresa Solidaria de Servicios Públicos de Chinavita
3476542,Tadó
3476546,Curumaní
3476547,Amagá
3476549,E.S.E. María Auxiliadora - Garzón
3476550,Florencia - Caquetá
3476552,E.P.S. Convida- En liquidación
3476553,Ricaurte - Nariño
3476554,Gachalá
3476555,El Carmen de Bolívar
3476557,Ubaté
3476559,E.S.E. Hospital María Auxiliadora - Chigorodó
3476561,Chitagá
3476562,Gachetá
3476564,Gámbita
3476565,Calarcá
3476566,Institución Universitaria Pascual Bravo
3476568,E.S.P. Empresa Departamental de Servicios Públicos de Boyacá
3476569,Santiago de Tolú
3476570,Güepsa
3476573,Guataquí
3476574,Buenavista - Córdoba
3476575,La Unión - Antioquia
3476576,San José de Uré
3476577,Parque Temático de Flora y Fauna de Pereira S.A.S
3476581,E.S.E. Hospital Regional Nuestra Señora de las Mercedes - Corozal
3476582,E.S.E. Hospital Pedro León - La Mesa
3476583,E.S.E. Centro de Salud Saul Quiñones
3476584,Instituto Departamental de Salud de Nariño
3476586,Consejo Profesional de Administración
3476587,Universidad de la Amazonía
3476589,Instituto Municipal de Cultura Joaquín Piñeros Corpas
3476590,Garzón
3476593,Unión Panamericana
3476597,E.S.P. Cafuches Empresa de Servicios Domiciliarios de San Martín de los Llanos S.A.
3476598,E.S.E. Hospital San Fernando - Amagá
3476599,Suratá
3476600,Asociación de Municipios del Golfo de Morrosquillo
3476604,Caja de Compensación Familiar del Huila y Caquetá
3476606,E.S.E. Hospital Jorge Julio Guzmán
3476610,San José de Miranda
3476611,Tinjacá
3476612,San José de Pare
3476613,Universidad Tecnológica de Pereira
3476614,Valparaíso - Caquetá
3476615,E.S.P. Empresas Públicas de Acevedo S.A.
3476618,Sabanalarga - Atlántico
3476620,Bojacá
3476621,Cocorná
3476622,E.S.P. Empresa de Generación y Promoción de Energía de Antioquia S.A.
3476628,San Juan Bautista de Guacarí
3476630,Instituto Municipal de Educación para el Trabajo y Desarrollo Humano
3476634,E.S.P. Empresa de Servicios Públicos Municipales de El Copey
3476635,Inzá
3476636,Centro de Bienestar del Anciano San Antonio - Sonsón
3476637,Corporación Autónoma Regional del Río Grande de la Magdalena
3476641,Corporación Autónoma Regional del Alto Magdalena
3476643,Nunchía
3476645,Manatí
3476646,Colegio de Boyacá
3476649,Gachantivá
3476651,Valle de San José
3476653,Apartadó
3476655,Abriaquí
3476657,Asociación Canal Local de Televisión de Medellín
3476658,El Peñón - Santander
3476663,E.S.P. Aguas de San Jerónimo
3476664,San Carlos - Córdoba
3476667,El Retén
3476671,E.S.P. Empresas Públicas de Briceño S.A.
3476672,Machetá
3476675,E.S.E. Hospital Susana López de Valencia - Popayán
3476676,Guachené
3476678,Sibaté
3476682,Quípama
3476683,E.S.P. Empresa de Servicios Públicos Domiciliarios del Municipio de Pacho
3476685,Terminales de Transportes de Medellín S.A.
3476692,E.S.E. Hospital Santa Teresita - Pácora
3476695,Norosí
3476696,Instituto Municipal del Deporte y Recreación de Armenia - Quindío
3476698,Central de Abastos de Cúcuta - En liquidación
3476700,Cáceres
3476701,Choachí
3476702,E.S.E. Hospital María A. Toro Elejalde - Frontino
3476703,Viracachá
3476706,Instituto Fondo de Vivienda de Interés Social y Reforma Urbana del Municipio de Sogamoso
3476708,E.S.E. Centro de Salud Chivatá
3476710,Belén - Boyacá
3476711,Corporación Autónoma Regional de Santander
3476713,E.S.E. Hospital Regional Nuestra Señora de los Remedios - Riohacha
3476714,Universidad Francisco de Paula Santander - Seccional Ocaña
3476715,Cubará
3476718,E.S.E. Hospital San Diego - Cereté
3476719,E.S.E. Centro de Salud Nuestra Señora del Carmen - La Tola
3476720,E.S.E. Hospital Lázaro Alfonso Hernández Lara - San Alberto
3476724,Carmen de Apicalá
3476725,"Provincia Administrativa y de Planificación -PAP- del Agua, Bosque y el Turismo del Departamento de Antioquia"
3476732,Institución Universitaria Antonio José Camacho
3476733,E.S.P. Empresa de Servicios Públicos de San Antonio
3476734,E.S.P. de Soracá S.A.
